Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab
MATH,D001B,08Y,CALCULUS,01/08/2024,11:30 AM-12:20 PM,MTWTh,S57,
MATH,D001B,08Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001B,11,CALCULUS,01/08/2024,11:00 AM-01:15 PM,MW,L65,
MATH,D001B,13,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,E33,
MATH,D001B,17,CALCULUS,01/08/2024,01:30 PM-03:45 PM,MW,S75,
MATH,D001B,19,CALCULUS,01/08/2024,01:30 PM-03:45 PM,TTh,MLC260,
MATH,D001B,25,CALCULUS,01/08/2024,04:00 PM-06:15 PM,MW,MLC105,
MATH,D001B,27,CALCULUS,01/08/2024,04:00 PM-06:15 PM,TTh,MLC260,
MATH,D001B,46Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D001B,48Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,TTh,ONLINE,
MATH,D001B,51Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001B,53Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001B,55Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001B,MP1,CALCULUS,01/08/2024,11:00 AM-01:15 PM,MW,MLC270,
MATH,D001B,MP1,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,ONLINE,
MATH,D001C,04,CALCULUS,01/08/2024,08:30 AM-10:45 AM,TTh,G3,
MATH,D001C,05Y,CALCULUS,01/08/2024,09:30 AM-10:20 AM,MTWTh,MLC260,
MATH,D001C,05Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001C,11,CALCULUS,01/08/2024,11:00 AM-01:15 PM,MW,MLC260,
MATH,D001C,13,CALCULUS,01/08/2024,11:00 AM-01:15 PM,TTh,G10,
MATH,D001C,17,CALCULUS,01/08/2024,01:30 PM-03:45 PM,TTh,S16,
MATH,D001C,27,CALCULUS,01/08/2024,04:00 PM-06:15 PM,MW,E31,
MATH,D001C,46Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D001C,48Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,TTh,ONLINE,
MATH,D001C,51Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001C,53Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001C,55Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001D,05Y,CALCULUS,01/08/2024,09:30 AM-10:20 AM,MTWTh,E33,
MATH,D001D,05Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001D,07Y,CALCULUS,01/08/2024,10:30 AM-11:20 AM,MTWTh,E32,
MATH,D001D,07Y,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001D,21,CALCULUS,01/08/2024,01:30 PM-03:45 PM,MW,MLC260,
MATH,D001D,28,CALCULUS,01/08/2024,04:00 PM-06:15 PM,MW,MLC260,
MATH,D001D,31Z,CALCULUS,01/08/2024,04:00 PM-06:15 PM,TTh,ONLINE,
MATH,D001D,46Z,CALCULUS,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D001D,51Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D001D,52Z,CALCULUS,01/08/2024,TBA,TBA,ONLINE,
MATH,D002A,12Y,DIFFERENTIAL EQUATIONS,01/08/2024,11:30 AM-12:20 PM,MTWTh,E32,
MATH,D002A,12Y,DIFFERENTIAL EQUATIONS,01/08/2024,TBA,TBA,ONLINE,
MATH,D002A,15Y,DIFFERENTIAL EQUATIONS,01/08/2024,12:30 PM-01:20 PM,MTWTh,E32,
MATH,D002A,15Y,DIFFERENTIAL EQUATIONS,01/08/2024,TBA,TBA,ONLINE,
MATH,D002A,27,DIFFERENTIAL EQUATIONS,01/08/2024,04:00 PM-06:15 PM,TTh,G10,
MATH,D002A,46Z,DIFFERENTIAL EQUATIONS,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D002A,50Z,DIFFERENTIAL EQUATIONS,01/08/2024,TBA,TBA,ONLINE,
MATH,D002B,07,LINEAR ALGEBRA,01/08/2024,11:00 AM-01:15 PM,MW,G6,
MATH,D002B,20Z,LINEAR ALGEBRA,01/08/2024,04:00 PM-06:15 PM,MW,ONLINE,
MATH,D002B,46Z,LINEAR ALGEBRA,01/08/2024,06:30 PM-08:45 PM,TTh,ONLINE,
MATH,D002B,48Z,LINEAR ALGEBRA,01/08/2024,06:30 PM-08:45 PM,MW,ONLINE,
MATH,D002B,50Z,LINEAR ALGEBRA,01/08/2024,TBA,TBA,ONLINE,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab
PHYS,D004A,12Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,MTWTh,MLC103,N
PHYS,D004A,12Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,10:30 AM-01:20 PM,M,S11,Y
PHYS,D004A,12Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004A,13Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,MTWTh,S17,N
PHYS,D004A,13Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004A,13Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,10:30 AM-01:20 PM,T,S17,Y
PHYS,D004A,14Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,MTWTh,MLC103,N
PHYS,D004A,14Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,10:30 AM-01:20 PM,W,S11,Y
PHYS,D004A,14Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004A,22Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,01:30 PM-02:20 PM,MTWTh,S32,N
PHYS,D004A,22Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,02:30 PM-05:20 PM,T,S11,Y
PHYS,D004A,22Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
PHYS,D004A,24Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,01:30 PM-02:20 PM,MTWTh,S32,N
PHYS,D004A,24Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,02:30 PM-05:20 PM,Th,S11,Y
PHYS,D004A,24Y,PHYS SCIENT/ENG:MECHANCS,01/08/2024,01:30 PM-02:20 PM,F,ONLINE,N
PHYS,D004A,60,PHYS SCIENT/ENG:MECHANCS,01/08/2024,05:30 PM-07:45 PM,MW,S34,N
PHYS,D004A,60,PHYS SCIENT/ENG:MECHANCS,01/08/2024,08:00 PM-10:55 PM,W,S11,Y
PHYS,D004A,62,PHYS SCIENT/ENG:MECHANCS,01/08/2024,05:30 PM-07:45 PM,MW,S34,N
PHYS,D004A,62,PHYS SCIENT/ENG:MECHANCS,01/08/2024,08:00 PM-10:55 PM,M,S11,Y
PHYS,D004B,10Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,09:30 AM-10:20 AM,MTWTh,S34,N
PHYS,D004B,10Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,10:30 AM-01:20 PM,T,S11,Y
PHYS,D004B,10Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,09:30 AM-10:20 AM,F,ONLINE,N
PHYS,D004B,12Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,01/08/2024,09:30 AM-10:20 AM,MTWTh,S34,N
