Subj,Crs,Sect,Title,Start,Time,Days,Room,Lab,,,,,,,,,,,,,,,,,,,,
PHYS,D004A,11,PHYS SCIENT/ENG:MECHANCS,09/25/2023,07:55 PM-10:45 PM,W,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,01Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,01:30 PM-02:20 PM,MTWTh,MLC105,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,01Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,10:30 AM-01:20 PM,M,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,01Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,09:30 AM-10:20 AM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,03Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,01:30 PM-02:20 PM,MTWTh,MLC105,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,03Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,09:30 AM-10:20 AM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,03Y,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,10:30 AM-01:20 PM,W,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,35,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,05:30 PM-07:45 PM,MW,S35,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,35,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,08:00 PM-10:50 PM,M,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,48,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,05:30 PM-07:45 PM,MW,S35,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004B,48,PHYS SCIEN/ENG:ELCTRCTY/MAGNET,09/25/2023,08:00 PM-10:50 PM,W,S17,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,01:30 PM-02:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,01:30 PM-02:20 PM,MTWTh,S34,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,01:30 PM-02:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,01:30 PM-02:20 PM,F,ONLINE,N,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,02:30 PM-05:20 PM,M,S11,Y,,,,,,,,,,,,,,,,,,,,
PHYS,D004C,50Y,PHYS SCI/ENG:FLUID/WAVOP/THERM,09/25/2023,02:30 PM-05:20 PM,M,S11,N,,,,,,,,,,,,,,,,,,,,
